,Names,Total_shipped,Total_sales
18,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,,0.04m
19,"My World, My Way (US sales)",,0.04m
20,Tao Adventure: Curse Demon,,0.04m
21,Deal or No Deal: Special Edition,,0.04m
22,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,,0.04m
23,Housekeeping,,0.04m
24,Bratz Kidz,,0.04m
25,Hakuouki: Zuisouroku DS,,0.04m
26,Luminous Arc 3,,0.04m
27,Astrology DS,,0.03m
28,Pirates: Duels on the High Seas,,0.03m
29,Puyo Pop Fever(us sales),,0.03m
30,7 Wonders: Treasures of Seven,,0.03m
31,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,,0.03m
32,Challenge Me: Word Puzzles,,0.03m
33,Tokyo Majin Gakuen: Kenfuuchou,,0.03m
34,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,,0.03m
35,Zoo Vet: Endangered Animals,,0.03m
36,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,,0.03m
37,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,,0.03m
38,Crazy Chicken: Star Karts,,0.03m
39,Shining Stars,,0.03m
40,Super Dodgeball Brawlers (jp sales),,0.03m
41,Doodle Hex,,0.03m
42,Emma at the Farm,,0.03m
43,Junior Island Adventure,,0.03m
44,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,,0.03m
45,Yumeiro Patissiere: My Sweets Cooking,,0.03m
46,Travel Coach: Europe 1,,0.03m
47,Clever Kids: Pirates,,0.03m
48,Electroplankton,,0.03m
49,Montessori Music,,0.03m
0,Best Friends Tonight,,0.03m
1,Suujin Taisen,,0.03m
2,River King: Mystic Valley (jp sales),,0.03m
3,Animal Boxing,,0.03m
4,Mame Goma: Honobo no Nikki,,0.03m
5,Custom Beat Battle: Draglade 2,,0.03m
6,Gotouchi Kenkei DS,,0.03m
7,BikkuriMan Daijiten,,0.03m
8,Bikkuriman Daijiten,,0.03m
9,Vitamin X Evolution,,0.03m
10,Mahjong 300,,0.03m
11,Sea Park Tycoon,,0.03m
12,Arthur and the Invisibles,,0.03m
13,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,,0.03m
14,Smart Girl's Winter Wonderland,,0.03m
15,Silverlicious,,0.03m
16,Vegas Casino,,0.03m
17,River City Super Sports Challenge,,0.03m
18,Flipper Critters,,0.03m
19,Underground Pool,,0.03m
20,Crazy Machines,,0.03m
21,My Pet Shop (JP sales),,0.03m
22,Toy Shop,,0.03m
23,Dodge Racing: Charger vs Challenger,,0.03m
24,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,,0.03m
25,Biker Mice From Mars,,0.03m
26,Jig-A-Pix: Wild World,,0.03m
27,Playmobil Top Agents,,0.03m
28,Garfield: A Tale of Two Kitties,,0.03m
29,House M.D.,,0.03m
30,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,,0.03m
31,Konami Classics Series: Arcade Hits,,0.03m
32,Who Wants to be a Millionaire: 1st Edition,,0.03m
33,Emergency! Disaster Rescue Squad,,0.03m
34,Kekkaishi: Kokubourou Shuurai,,0.03m
35,Shugo Chara! Amunonijiro Chara Change,,0.03m
36,Tantei Jinguuji Saburo DS: Kienai Kokoro,,0.03m
37,Kokoro no Kokoron,,0.03m
38,Keshisasu-Kun: Battle Kas-tival,,0.03m
39,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,,0.03m
40,DokiDoki Majo Shinpan! 2,,0.03m
41,Nacho Libre,,0.03m
42,Boulder Dash: Rocks!,,0.03m
43,Nettou! Powerful Koushien,,0.03m
44,Away: Shuffle Dungeon,,0.03m
45,Lux-Pain (JP sales),,0.03m
46,Tokimeki Memorial Girl's Side 1st Love Plus,,0.03m
47,Code Geass: Hangyaku no Lelouch,,0.03m
48,Hudson x GReeeeN Live!? DeeeeS!?,,0.03m
49,Suzumiya Haruhi no Chokuretsu,,0.03m
0,Legends of Chima: Laval's Journey,,0.03m
1,Pet Alien: An Intergalactic Puzzlepalooza,,0.03m
2,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,,0.03m
3,"Princess Natasha: Student, Secret Agent, Princess",,0.03m
4,MapleStory DS,,0.03m
5,Pimp My Ride: Street Racing Read the review,,0.03m
6,Drake & Josh: Talent Showdown,,0.03m
7,Nanashi no Game Me,,0.03m
8,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,,0.03m
9,Saihai no Yukue,,0.03m
10,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,,0.03m
11,Dream Pinball 3D,,0.03m
12,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,,0.03m
13,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,,0.03m
14,Merv Griffin's Crosswords,,0.03m
15,Kung Fu Panda: Legendary Warriors,,0.03m
16,Bleach DS 4th: Flame Bringer,,0.03m
17,Girls Only,,0.03m
18,Turn It Around,,0.03m
19,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,,0.03m
20,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,,0.03m
21,Safari Adventures: Africa,,0.03m
22,Nobunaga no Yabou DS 2,,0.03m
23,Metal Saga: Hagane no Kisetsu,,0.03m
24,Betty Boop's Double Shift,,0.03m
25,Emily Archer and the Curse of Tutankhamun,,0.03m
26,MechAssault: Phantom War,,0.03m
27,Little Bears,,0.03m
28,1000 Cooking Recipes from ELLE à table,,0.03m
29,Eco Creatures: Save The Forest,,0.03m
30,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,,0.03m
31,Dragon Tamer: Sound Spirit,,0.03m
32,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,,0.03m
33,My Frogger: Toy Trials,,0.03m
34,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,,0.03m
35,Kabu Trader Shun,,0.03m
36,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,,0.03m
37,Galileo,,0.03m
38,Heroes of Hellas 2: Olympia,,0.03m
39,AniMates!,,0.03m
40,Pop Cutie! Street Fashion Simulation (JP sales),,0.03m
41,Captain Morgane and the Golden Turtle,,0.03m
42,Bae Yong-joon to Manabu Kankokugo DS,,0.03m
43,Imagine: Sweet 16,,0.03m
44,My DoItAll,,0.03m
45,Jewel Quest 5: The Sleepless Star,,0.03m
46,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,,0.03m
47,Marker Man Adventures,,0.03m
48,Moyashimon DS,,0.03m
49,Petz: Catz Playground,,0.03m
0,Ducati Moto,,0.03m
1,I Heart Geeks,,0.03m
2,Moto Racer DS,,0.03m
3,Tenkaichi * Sengoku Lovers,,0.03m
4,Napoleon Dynamite: The Game,,0.03m
5,Tank Beat,,0.03m
6,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,,0.03m
7,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,,0.03m
8,Monster Mayhem: Build and Battle,,0.03m
9,Petz: Dolphinz Encounter,,0.03m
10,Gakuen Alice: WakuWaku * Happy Friends,,0.03m
11,DEATH NOTE: L o Tsugu Mono,,0.02m
12,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,,0.02m
13,Foto Showdown,,0.02m
14,Winx Club: Rockstars,,0.02m
15,Strike Witches 2: Iyasu Naosu Punipunisuru,,0.02m
16,Lilpri DS: Hime-Chen! Apple Pink,,0.02m
17,O.M.G. 26 - Our Mini Games,,0.02m
18,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",,0.02m
19,Pony Luv,,0.02m
20,Xenosaga I·II,,0.02m
21,Legacy of Ys: Books I & II,,0.02m
22,Backyard NFL Football,,0.02m
23,Farm Frenzy 3,,0.02m
24,Supermodel Makeover by Lauren Luke,,0.02m
25,Major Dream: Major DS Dream Baseball,,0.02m
26,Jewel Match 2,,0.02m
27,Inkheart,,0.02m
28,Treasure Chase,,0.02m
29,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,,0.02m
30,Catan,,0.02m
31,Mage Knight: Destiny's Soldier,,0.02m
32,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,,0.02m
33,Totally Spies! 2: Undercover,,0.02m
34,Bomberman Story DS,,0.02m
35,Vampire Mansion: Linda Hyde,,0.02m
36,Ookami to Koushinryou: Omiowataru Kaze,,0.02m
37,Akogare Girls Collection: Pika Pika Nurse Monogatari - Shounika Haitsumo Oosawagi,,0.02m
38,Franklin's Great Adventures,,0.02m
39,Interactive Storybook DS Series 3,,0.02m
40,The Professor's Brain Trainer: Logic,,0.02m
41,Natalie Brooks: Mystery at Hillcrest High,,0.02m
42,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,,0.02m
43,Let's Play Flight Attendant,,0.02m
44,Lode Runner,,0.02m
45,Doki Majo Plus,,0.02m
46,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,,0.02m
47,Dream Chronicles,,0.02m
48,Casper's Scare School: Classroom Capers,,0.02m
49,Akai Ito DS,,0.02m
0,Freedom Wings,,0.02m
1,Steal Princess,,0.02m
2,Discovery Kids: Snake Safari,,0.02m
3,Tennis no Oji-Sama: Driving Smash! Side King,,0.02m
4,Fritz Chess,,0.02m
5,Dragon's Lair,,0.02m
6,Mind over Matter,,0.02m
7,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,,0.02m
8,Veggy World,,0.02m
9,Disney's Meet the Robinsons,,0.02m
10,Tengen Toppa Gurren-Lagann,,0.02m
11,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,,0.02m
12,SBK: Snowboard Kids,,0.02m
13,Jewel Master: Cradle Of Rome 2,,0.02m
14,Mar Heaven: Karudea no Akuma,,0.02m
15,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,,0.02m
16,T.A.C. Heroes : Big Red One,,0.02m
17,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,,0.02m
18,Hot 'n' Cold,,0.02m
19,Livly Garden,,0.02m
20,Timmy Time,,0.02m
21,Commando: Steel Disaster,,0.02m
22,Hakuouki: Yuugi Roku DS,,0.02m
23,Chevrolet Camaro: Wild Ride,,0.02m
24,Jake Hunter: Detective Chronicles,,0.02m
25,Chicken Hunter,,0.02m
26,Secrets of the Titanic,,0.02m
27,Polar Bowler,,0.02m
28,Hoppie,,0.02m
29,Nervous Brickdown,,0.02m
30,Jinguuji Saburou DS: Akai Chou,,0.02m
31,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,,0.02m
32,Kawaii Koinu DS 3,,0.02m
33,Cross Treasures,,0.02m
34,Runaway: A Twist of Fate,,0.02m
35,Mushishi: Amefuru Sato,,0.02m
36,Garfield Gets Real,,0.02m
37,Puzzle City,,0.02m
38,Crime Scene,,0.02m
39,Defendin' De Penguin,,0.02m
40,B-17: Fortress in the Sky,,0.02m
41,Mystery Tales 2: The Spirit Mask,,0.02m
42,Spanish for Everyone!,,0.02m
43,Mary King's Riding School,,0.02m
44,Dreamer Series: Horse Trainer,,0.02m
45,Seitokai no Ichizon: DS-suru Seitokai,,0.02m
46,Chrysler Classic Racing,,0.02m
47,Jinsei Game DS,,0.02m
48,Reversal Challenge,,0.02m
49,Style Book: Junior City,,0.02m
0,Rainbow Islands Revolution,,0.02m
1,Casper's Scare School: Spooky Sports Day,,0.02m
2,My Hero: Doctor,,0.02m
3,Elf Bowling 1 & 2,,0.02m
4,Aqua Panic!,,0.02m
5,Puzzle Chronicles,,0.02m
6,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,,0.02m
7,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,,0.02m
8,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,,0.02m
9,Frisbee Disc Freestyle / Frisbee Disc Golf,,0.02m
10,Kanji Calligraphy Training,,0.02m
11,Garfield's Nightmare,,0.02m
12,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,,0.02m
13,Touch Detective (JP sales),,0.02m
14,Bomberman 2,,0.02m
15,Barnyard Blast: Swine of the Night,,0.02m
16,Balls of Fury,,0.02m
17,Moe Star: Moeru Toudai Eigojuku,,0.02m
18,Kabushiki Baibai Trainer: Kabutore! Next,,0.02m
19,Golden Nugget Casino DS,,0.02m
20,Mechanic Master 2,,0.02m
21,Ketsui Death Label,,0.02m
22,Shonen Jump's Yu-Gi-Oh! GX Card Almanac,,0.02m
23,Super Speed Machines,,0.02m
24,Ginga Tetsudou 999 DS,,0.02m
25,NEVES,,0.02m
26,Zoids Dash,,0.02m
27,Hurry Up Hedgehog!,,0.02m
28,Otometeki Koi Kakumei * Love Revo!! DS,,0.02m
29,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,,0.02m
30,Uchi no 3 Shimai DS,,0.02m
31,My Ballet Studio,,0.02m
32,Dancing on Ice,,0.02m
33,Emergency 2012,,0.02m
34,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,,0.02m
35,Let's Pilates!,,0.02m
36,Hands On! Tangrams,,0.02m
37,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,,0.02m
38,Chou!! Super Nep League DS,,0.02m
39,Kimi ni Todoke: Sodateru Omoi,,0.02m
40,Brave Story: Boku no Kioku to Negai,,0.02m
41,Let's Yoga!,,0.02m
42,Cookie & Cream,,0.02m
43,Konductra,,0.02m
44,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,,0.02m
45,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,,0.02m
46,Sarah: Keeper of the Unicorn,,0.02m
47,Zoey 101: Field Trip Fiasco,,0.02m
48,Usavichi: Game no Jikan,,0.02m
49,Otona no Renai Shousetsu: Harlequin Selection,,0.02m
0,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,,0.02m
1,DJ Star,,0.02m
2,Dragon Booster,,0.02m
3,PDC World Championship Darts 2008,,0.02m
4,San Goku Shi DS 2,,0.02m
5,Sora no Otoshimono Forte: Dreamy Season,,0.02m
6,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,,0.02m
7,Jet Impulse,,0.02m
8,Tokyo Friend Park II DS,,0.02m
9,Dream Dancer,,0.02m
10,Powerbike,,0.02m
11,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,,0.02m
12,Race Driver: Create & Race,,0.02m
13,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,,0.02m
14,Oyaku de Asoberu DS Ehon: Ukkari Penelope,,0.02m
15,UNO 52,,0.02m
16,Poupee Girl DS,,0.02m
17,Germany's Next Topmodel 2011,,0.02m
18,Drone Tactics,,0.02m
19,Simple DS Series Vol. 42: The Haioku Byoutou,,0.02m
20,Football Academy,,0.02m
21,Yume Neko DS,,0.02m
22,Chameleon: To Dye For!,,0.01m
23,Dragon Zakura DS,,0.01m
24,Military History: Commander - Europe at War,,0.01m
25,Smart Kid's Mega Game Mix,,0.01m
26,Space Invaders Revolution,,0.01m
27,Wiffle Ball Advance,,0.01m
28,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,,0.01m
29,Kimi no Yuusha,,0.01m
30,Postman Pat: Special Delivery Service,,0.01m
31,Cosmetic Paradise: Make no Kiseki,,0.01m
32,Nobunaga no Yabou DS,,0.01m
33,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,,0.01m
34,Kaitou Rousseau,,0.01m
35,Diary Girl,,0.01m
36,Magic Encyclopedia: Moonlight,,0.01m
37,Best Of Tests,,0.01m
38,LifeSigns: Surgical Unit,,0.01m
39,Honda ATV Fever,,0.01m
40,Fab 5 Soccer,,0.01m
41,Umihara Kawase Jun: Second Edition Kanzenban,,0.01m
42,Destiny Links,,0.01m
43,Datenshi no Amai Yuuwaku x Kaikan Phrase,,0.01m
44,Bakumatsu Koihana: Shinsengumi DS,,0.01m
45,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,,0.01m
46,Games Around the World,,0.01m
47,Monkey Madness: Island Escape,,0.01m
48,Brave: The Video Game,,0.01m
49,Pippa Funnell 2: Farm Adventures,,0.01m
0,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,,0.01m
1,Dr. Slump & Arale-Chan,,0.01m
2,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,,0.01m
3,Game Book DS: Sword World 2.0,,0.01m
4,Pet Shop Monogatari DS 2,,0.01m
5,Chokkan! Asonde Relaxuma,,0.01m
6,Minna no Conveni,,0.01m
7,Smiley World: Island Challenge,,0.01m
8,Curse of the Amsterdam Diamond,,0.01m
9,My Little Baby,,0.01m
10,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,,0.01m
11,Tactics Layer: Ritina Guard Senki,,0.01m
12,San-X Character Channel: All-Star Daishuugou!,,0.01m
13,Shorts,,0.01m
14,Hakuoki: Reimeiroku DS,,0.01m
15,Duel Love: Koisuru Otome wa Shouri no Megami,,0.01m
16,Far East of Eden II: Manji Maru,,0.01m
17,Double Sequence: The Q-Virus Invasion,,0.01m
18,Hi Hi Puffy AmiYumi: The Genie & the Amp,,0.01m
19,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,,0.01m
20,Jinsei Game Q DS: Shouwa no Dekigoto,,0.01m
21,Simple DS Series Vol. 41: The Bakudan Shori-Han,,0.01m
22,Slide Adventure: Mag Kid,,0.01m
23,Hotel Giant DS,,0.01m
24,Real Crimes: The Unicorn Killer,,0.01m
25,Gakuen Hetalia,,0.01m
26,Really? Really! DS,,0.01m
27,Jam Sessions: Sing and Play Guitar (jp sales),,0.01m
28,Element Hunter,,0.01m
29,Jambo! Safari Animal Rescue,,0.01m
30,Rondo of Swords (jp sales),,0.01m
31,The Humans: Meet the Ancestors!,,0.01m
32,Nakayoshi All-Stars: Mezase Gakuen Idol,,0.01m
33,Smart Kid's Gameclub,,0.01m
34,Fashionable Puppy: Oshare na Koinu DS,,0.01m
35,Monster Bomber,,0.01m
36,Fullmetal Alchemist: Trading Card Game,,0.01m
37,thinkSMART: Chess for Kids,,0.01m
38,Nova Usagi no Game de Ryuugaku!? DS,,0.01m
39,San-X: Chara Sagashi Land,,0.01m
40,The Wild West,,0.01m
41,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",,0.01m
42,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,,0.01m
43,Hoshigami: Ruining Blue Earth Remix,,0.01m
44,"Element Girl: Love, Fashion and Friends",,0.01m
45,Luxor: Pharaoh's Challenge,,0.01m
46,Juggler DS,,0.01m
47,Who Wants to be a Millionaire: 2nd Edition,,0.01m
48,Vitamin Y,,0.01m
49,Smart Boy's Winter Wonderland,,0.01m
0,Ishin no Arashi: Shippuu Ryuumeden,,0.01m
1,Dengeki Gakuen RPG: Cross of Venus Special,,0.01m
2,National Geographic Panda (JP sales),,0.01m
3,Knights in the Nightmare: DHE Series Special Pack,,0.01m
4,Style Book: Cinnamoroll,,0.01m
5,Blazer Drive,,0.01m
6,Hoshizora no Comic Garden,,0.01m
7,Hirameki Action: Chibikko Wagyan no Daiki na Bouken,,0.01m
8,Imagine Figure Skater (JP sales),,0.01m
9,Original Frisbee Disc Sports: Ultimate & Golf,,0.01m
10,Plushees,,0.01m
11,Know How 2,,0.01m
12,Mega Brain Boost,,0.01m
13,Mezase!! Tsuri Master DS,,0.01m
14,Izuna 2: The Unemployed Ninja Returns (JP sales),,0.01m
15,Wedding Planner: Dream Weddings Guaranteed,,0.01m
16,Sea Monsters: A Prehistoric Adventure,,0.01m
17,Shepherd's Crossing 2 DS,,0.01m
18,Yuuzai x Muzai,,0.01m
19,Witch's Wish,,0.01m
20,Dokapon Journey (JP sales),,0.01m
21,Gyouretsu no Dekiru Houritsu Soudansho,,0.01m
22,Sideswiped,,0.01m
23,The Conveni DS: Otona no Keiei Ryoku Training,,0.01m
24,Florist Shop,,0.01m
25,Powerplay Tennis,,0.01m
26,Steel Horizon,,0.01m
27,Arabians Lost: The Engagement on Desert,,0.01m
28,Puffins: Island Adventure,,0.01m
29,Big Hero 6: Battle in the Bay,,0.01m
30,Hanshin Tigers DS,,0.01m
31,Kawaii Koinu DS 2,,0.01m
32,Shugo Chara! Norinori! Chara-Nari Zumu,,0.01m
33,Dear Girl: Stories Hibiki - Hibiki Tokkun Daisakusen!,,0.01m
34,Clue / Mouse Trap / Perfection / Aggravation,,0.01m
35,Spectrobes: Beyond the Portals (JP sales),,0.01m
36,Majin Tantei Nougami Neuro: Neuro to Miko no Bishoku Sanmai,,0.01m
37,GoGo's Crazy Bones,,0.01m
38,Nursery Mania,,0.01m
39,Bermuda Triangle: Saving the Coral,,0.01m
40,WiZmans World,,0.01m
41,Rain Drops,,0.01m
42,DS Dengeki Bunko ADV: Baccano!,,0.01m
43,Ouran Koukou Host Bu DS,,0.01m
44,Pro Evolution Soccer 2008,,0.01m
45,Zorro: Quest For Justice,,0.01m
46,Anpanman to Touch de Waku Waku Training,,0.01m
47,Blades of Thunder II,,0.01m
48,Puchi Eva: Evangelion @ Game,,0.01m
49,Pawly Pets: My Pet Hotel,,0.01m
0,Time Ace,,0.01m
1,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 250 Banjin no KanKen Premium - Zenkyuu Zen-Kanji Kanzen Seiha,,0.01m
2,Secret Files 2: Puritas Cordis,,0.01m
3,Windy X Windam,,0.01m
4,Brave: Shaman's Challenge,,0.01m
5,Days of Memories 3,,0.01m
6,Live-On DS,,0.01m
7,Norimono Oukoku DS: You! Unten Shichai na Yo!,,0.01m
8,Sugar Sugar Rune: Queen Shiken wa Dai Panic,,0.01m
9,Qupu!! Mame Goma!,,0.01m
10,Dun←Dam: Dungeons & Dam,,0.01m
11,Yosumin. DS,,0.01m
12,Kirarin * Revolution: Atsumete Change! Kurikira * Code,,0.01m
13,Xia-Xia,,0.01m
14,Inugamike no Ichizoku,,0.01m
15,Koukou Yakyuu Dou DS,,0.01m
16,Monster Frenzy,,0.01m
17,Horrible Histories: Ruthless Romans,,0.01m
18,Jewel Pet: Kawaii Mahou no Fantasy,,0.01m
19,Kodawari Saihai Simulation: Ocha no Ma Pro Yakyuu DS,,0.01m
20,Journey to the Center of the Earth,,0.01m
21,Lost Identities,,0.01m
22,Kawaii Koneko DS,,0.01m
23,Photo Phantasy,,0.01m
24,Machi-Ing Maker DS,,0.01m
25,Micro Machines V4,,0.01m
26,Uchi no 3 Shimai DS 2: 3 Shimai no Dekake Daisakusen,,0.01m
27,Simple DS Series Vol. 45: The Misshitsukara no Dasshutsu 2,,0.01m
28,Ochaken no Daibouken 2: Yume Ippai no Omocha Hako,,0.01m
29,Mean Girls,,0.01m
30,"My World, My Way",,0.01m
31,Nintama Rantarou: Gakunen Taikousen Puzzle! no Dan,,0.01m
32,Sakura Note: Imanitsu na Garu Mirai,,0.01m
33,Kurayami no Hate de Kimi o Matsu,,0.01m
34,Shonen Kininden Tsumuji,,0.01m
35,Akagawa Jirou Mystery: Tsuki no Hikari,,0.01m
36,Simple DS Series Vol. 47: The Suiri: Shinshou 2009,,0.01m
37,Mini Yonkyu DS,,0.01m
38,Shounen Sunday & Shounen Magazine: White Comic,,0.01m
39,Game Book DS: Aquarian Age Perpetual Period,,0.01m
40,"Utatte Touch, Utouchi!!",,0.01m
41,Zombie Shiki - Eigo Ryoku Sosei Jutsu: English of the Dead,,0.01m
42,Winx Club: Saving Alfea,,0.01m
43,Build-a-lot,,0.01m
44,Hidamari Sketch: Doko Demo Sugoroku x 365,,0.01m
45,th!nk Logic Trainer: Kids,,0.01m
46,Kantan! Tanoshii! Okashi Navi DS,,0.01m
47,Matchstick,,0.01m
48,Tactical Guild,,0.01m
49,Bob the Builder: Festival of Fun,,0.01m
0,thinkSMART Kids 8+,,0.01m
1,Akai Ito Destiny DS,,0.01m
2,My Hero: Firefighter,,0.01m
3,Chainz Galaxy,,0.01m
4,Zettai Karen Children DS: Dai-4 no Children,,0.01m
5,Honki de Manabu: LEC de Goukaku - DS Takuchi Tatemono Torihiki Shuninsha,,0.01m
6,Yattaman DS 2: BikkuriDokkiri Animal Daibouken,,0.01m
7,Natalie Brooks: The Treasures of the Lost Kingdom,,0.01m
8,Fashion Designer: Style Icon,,0.01m
9,The Aly & AJ Adventure,,0.01m
10,Tetsudou Seminar: Oote Shitetsuhen,,0.01m
11,Take A Break's: Puzzle Bonanza,,0.01m
12,theta,,0.01m
13,Nancy Drew: The Deadly Secret of Olde World Park,,0.01m
14,Nintama Rantarou: Nintama no Tame no Ninjutsu Training,,0.01m
15,The World of Golden Eggs: Nori Nori Uta Dekichatte Kei,,0.00m
16,Fossil League: Dino Tournament Championship,,0.00m
17,My Pet Dolphin,,0.00m
18,Sam Power: Footballer,,0.00m
19,My Animal Centre,,0.00m
20,Challenge Me Kids: Brain Games,,0.00m
21,Chi's Sweet Home: Chi ga Ouchi ni Yatte Kita!,,0.00m
22,Petz: Dogz Pack,,0.00m
23,Smart Kid's Gameclub,,0.00m
24,Kimokawae!,,0.00m
25,Kumatanchi,,0.00m
26,Beat the Intro,,0.00m
27,Golden Balls,,0.00m
28,Cradle Double Pack,,0.00m
29,The Dark Spire (JP sales),,0.00m
30,Flips: Enid Blyton - Faraway Tree Stories,,0.00m
31,Eiken Kakomon Daishuuroku: Eiken DS 2 Deluxe,,0.00m
32,Freddie Flintoff's Powerplay Cricket,,0.00m
33,Othello de Othello DS,,0.00m
34,Restaurant Tycoon,,0.00m
35,Pingu no Waku Waku Carnival!,,0.00m
36,Pass Your Driving Theory Test: 2010 Edition,,0.00m
37,The Sun Crossword Challenge,,0.00m
38,100 Kiri Golf DS,,0.00m
39,Last Bullet,,0.00m
40,Mysterious Adventures in the Caribbean,,0.00m
41,Tomyka Hero: Rescue Force DS,,0.00m
42,Claymore: Gingan no Majo,,0.00m
43,My Secret Diary,,0.00m
44,Simple DS Series Vol. 48: The Saibanin: 1-tsu no Shinjitsu 6-tsu no Kotae,,0.00m
45,Edogawa Ranpo no Kaijin Nijuu Mensou DS,,0.00m
46,Pet Pals: Animal Doctor,,0.00m
47,Gaitame Baibai Trainer: Kabutore FX,,0.00m
48,Iron Master: The Legendary Blacksmith,,0.00m
49,How To Pass Your Driving Test,,0.00m
0,Angel Cat Sugar,,0.00m
1,Johnny no Dasshutsu Daisakusen,,0.00m
2,Simple DS Series Vol. 40: The Gekai,,0.00m
3,Chocobo to Mahou no Ehon: Special Package,,0.00m
4,Pass Your Driving Theory Test,,0.00m
5,Fushigi Yuugi DS,,0.00m
6,Souhashiki Gadget Robo,,0.00m
7,Taiheiyou no Arashi DS: Senkan Yamato Akatsuki ni Shutsugekisu!,,0.00m
8,Top Trumps: Doctor Who,,0.00m
9,Elminage DS Remix: Yami no Fuo to Kamigami no Yubiwa,,0.00m
10,Keitai Sousakan 7 DS: Buddy Sequence,,0.00m
11,Driving Theory Training,,0.00m
12,Moetan DS,,0.00m
13,Jewel Link: Galactic Quest,,0.00m
