,Names,Total_shipped,Total_sales
49,Konjiki no Gashbell!! Yuujou no Dengeki Dream Tag Tournament,,
0,Koro Koro Puzzle Happy Panechu!,,
1,Kotoba no Puzzle: Mojipittan Advance,,
2,Kunio-Kun Nekketsu Collection,,
3,Kunio-Kun Nekketsu Collection 2,,
4,Kunio-Kun Nekketsu Collection 3,,
5,Kurohige no Golf Shiyouyo,,
6,Kurohige no Kurutto Jintori,,
7,Legend of Dynamic Goushouden: Houkai no Rondo,,
8,Legendz: Sign of Necrom,,
9,Legendz: Yomigaeru Shiren no Shima,,
10,Lilliput Oukoku: Lillimoni to Issho-puni!,,
11,Little Buster Q,,
12,Little Patisse: Keaki no Shiro,,
13,Lizzie McGuire: On the Go!,,
14,Lode Runner,,
15,Love Hina Advance,,
16,Lucky Luke: Wanted!,,
17,M&M's Break' Em,,
18,Magi Nation,,
19,Magical Houshin,,
20,Mahjong Keiji,,
21,Mahou Sensei Negima! Private Lesson: Dame Desu Toshokan,,
22,Mail de Cute,,
23,Major League Baseball 2K7,,
24,Manga Ka Debut Monogatari: Akogare! Manga Ka Ikusei Game!,,
25,Manic Miner,,
26,Mar Heaven: Knockin' on Heaven's Door,,
27,Marcel Desailly Football Advance,,
28,March of the Penguins,,
29,"Marie, Elie & Anis no Atelier: Soyokaze kara no Dengon",,
30,Marvel: Ultimate Alliance,,
31,Matantei Loki Ragnarok: Gensou no Labyrinth,,
32,Math Patrol: The Kleptoid Threat,,
33,Math Patrol: The Venus Virus,,
34,Maya the Bee: Klatschmohnwiese in Gefahr,,
35,Maya The Bee: Sweet Gold,,
36,Maya The Bee: The Great Adventure,,
37,Mazes of Fate,,
38,Medarot Navi: Kabuto / Kuwagata Version,,
39,Mega Man Anniversary Collection,,
40,Meitantei Conan: Akatsuki no Monument,,
41,Meitantei Conan: Nerawareta Tantei,,
42,Mermaid Melody: Pichi Pichi Picchi,,
43,Mermaid Melody: Pichi Pichi Picchi Pichi Pichi Party,,
44,Mermaid Melody: Pichi Pichi Picchi Pichi Pichitto Live Start,,
45,Metal Max 2 Kai,,
46,Metalgun Slinger,,
47,Mezase Debut! Fashion Designer Monogatari + Kawaii Pet Game Gallery 2,,
48,Mezase! Koushien,,
49,Micro Machines,,
0,Minimoni: Mika no Happy Morning Chatty,,
1,Minimoni: Onegaio Hoshisama!,,
2,Minna no Ouji-Sama,,
3,Minna no Shogi,,
4,Minna no Soft Series: Hyokkori Hyoutan Shima,,
5,Minna no Soft Series: Minna no Mahjong,,
6,Minna no Soft Series: Shanghai,,
7,Minna no Soft Series: Tetris,,
8,Miracle! Panzou: 7-tsu no Hoshi no Uchuu Kaizoku,,
9,Mobile Pro Yakyuu: Kantoku no Saihai,,
10,Mobile Suit Gundam Seed Destiny,,
11,Mobile Suit Gundam Seed: Tomo to Kimi to Koko de,,
12,Moero! Jaleco Collection,,
13,Momotarou Dentetsu G: Gold Deck o Tsukure!,,
14,Momotaru Matsuri,,
15,Monopoly,,
16,Monster Gate,,
17,Monster Gate: Dai Inaru Dungeon,,
18,Monster Maker 4: Flash Card / Killer Dice,,
19,Monster Summoner,,
20,Monster Trucks Mayhem,,
21,Morita Shogi Advance,,
22,Mr Nutz,,
23,Mr. Driller Ace,,
24,Mr. Nutz,,
25,Mugen Bog,,
26,Mugen Kinogyou Zero Tours,,
27,Muscle Ranking - Kinniku Banzuke: Jigoku no Final Attack,,
28,Muscle Ranking - Kinniku Banzuke: Kongou-Kun no Daibouken,,
29,Muteki-Oh Tri-Zenon,,
30,Mutsu: Water Looper Mutsu,,
31,Nakayoshi Mahjong Kapurichi,,
32,Nakayoshi Pet Advance Series 3: Kawaii Koneko,,
33,Nakayoshi Youchien,,
34,Nan no Umi no Odyssey,,
35,Naruto RPG: Uketsugareshi Hi no Ishi,,
36,Naruto: Konoha Senki,,
37,Naruto: Ninja Council 2,,
38,Naruto: Path of the Ninja,,
39,Natural 2: Duo,,
40,Need for Speed Carbon: Own the City,,
41,Next Generation Tennis,,
42,NFL Blitz 20-02,,
43,NHL Hitz 20-03,,
44,Nickelodeon Vol. 1 4-Pack,,
45,Nicktoons: Attack of the Toybots,,
46,Nicktoons: Battle for Volcano Island,,
47,Nippon Pro Mahjong Renmei Kounin: Tetsuman Advance ~Menkyo Kaiden Series~,,
48,Nobunaga Ibun,,
49,Nobunaga no Yabou,,
0,Noddy: A Day in Toyland,,
1,Nonono Puzzle Chai-Rian,,
2,Nyan Nyan Nyanko no Nyan Collection,,
3,O Hana Okusan Ninarou!,,
4,Ochaken Kururin: Honwaka Puzzle de Hotto Shiyo?,,
5,Ochaken no Bouken Jima: Honwaka Yume no Island,,
6,Ochaken no Heya,,
7,Ochaken no Yume Bouken,,
8,Oggy and the Cockroaches,,
9,Ohanaya-san Monogatari GBA,,
10,Ojaru Maru: Tsuki Hikari Machi Tour de Ojaru,,
11,Okuman Chouja Game,,
12,One Piece: Dragon Dream!,,
13,One Piece: Going Baseball - Kaizoku Yakyuu,,
14,One Piece: Mezase! King of Berry,,
15,One Piece: Nanatsu Shima no Daihihou,,
16,Onmyou Taisenki: Zeroshiki,,
17,Oriental Blue: Ao no Tengai,,
18,Oshaberi Inco Club,,
19,Oshare Princess,,
20,Oshare Princess 2 + Doubutsu Kyaranabi Uranai,,
21,Oshare Princess 3,,
22,Oshare Princess 5,,
23,Oshare Prinxess EX Primo Debut Monogatari + Renai Uranai Daisakusen,,
24,Oshare Wanko,,
25,Ottifanten Pinball,,
26,Over the Hedge: Hammy Goes Nuts!,,
27,Pac-Man World,,
28,Payback,,
29,Penny Racers,,
30,Peter Pan: The Motion Picture Event,,
31,Petz Vet,,
32,Petz: Hamsterz 2,,
33,Pia Carrot e Youkoso!! 3.3,,
34,Pichimo Ninarou,,
35,Pika Pika Nurse Monogatari,,
36,Pinball Advance,,
37,Pinball Challenge Deluxe,,
38,Pinky and the Brain: The Master Plan,,
39,Pinky Monkey Town,,
40,Pippa Funnell: Stable Adventure,,
41,Play Novel: Silent Hill,,
42,Pocket Music,,
43,Pocket Professor: KwikNotes Volume One,,
44,Polarium Advance,,
45,Postman Pat and the Greendale Rocket,,
46,Power Pro Kun Pocket 7,,
47,Premier Manager 2003-04,,
48,Premier Manager 2004-2005,,
49,Premier Manager 2005-2006,,
0,Princess Blue: Hime Kishi Monogatari,,
1,"Princess Natasha: Student, Secret Agent, Princess",,
2,Pro Mahjong Tsuwamono Advance,,
3,Pro Yakyuu Team o Tsukurou! Advance,,
4,PukuPuku Tennen Kairanban,,
5,PukuPuku Tennen Kairanban: Koi no Cupid Daisakusen,,
6,PukuPuku Tennen Kairanban: Youkoso! Illusion Land e,,
7,Puppy Luv: Spa and Resort,,
8,Puyo Pop Fever,,
9,Puzzle & Tantei Collection,,
10,Pyuu to Fuku! Jaguar Byuu to Deru! Megane-Kun,,
11,Quad Desert Fury,,
12,Racing Fever,,
13,Rayman Raving Rabbids,,
14,Recca no Honoo,,
15,Relaxuma na Mainichi,,
16,Rika-Chan no Oshare Nikki,,
17,RoboCop,,
18,Robot Wars: Advanced Destruction,,
19,Robots,,
20,Rock 'Em Sock 'Em Robot,,
21,Rock 'Em Sock 'Em Robots,,
22,Rocky,,
23,Roland Garros French Open 2002,,
24,RPG Tsukuru Advance,,
25,Rugrats Go Wild,,
26,Sakura Momoko no UkiUki Carnival,,
27,Samurai Deeper Kyo,,
28,Samurai Evolution: Oukoku Geist,,
29,San Goku Shi,,
30,San Goku Shi Eiketsuden,,
31,San Goku Shi Koumeiden,,
32,Sanrio Puro Land All-Stars,,
33,Sansara Naga 1x2,,
34,Santa Claus junior,,
35,Scan Hunter,,
36,Scrabble,,
37,Scurge: Hive,,
38,SD Gundam G Generation Advance,,
39,Sengoku Kakumei Gaiden,,
40,Sennen Kazoku,,
41,Sentouin: Yamada Hajime,,
42,Shaman King: Chou Senjiryokketsu 2,,
43,Shanghai Advance,,
44,Shark Tale Game Boy Advance Video,,
45,Sheep,,
46,Shikakui Atama Maruku Suru: Kanji Keisanhen,,
47,Shikakui Atama Maruku Suru: Kokugo Sansuu Shakai Rikahen,,
48,Shimura Ken no Baka Tonosama: Bakushou Tenka Touitsu Game,,
49,Shin Bokura no Taiyou: Gyakushuu no Sabata,,
0,Shin Chan: Aventuras en Cineland,,
1,Shin Kisekae Monogatari,,
2,Shin Megami Tensei,,
3,Shin Megami Tensei II,,
4,Shin Megami Tensei: Devil Children - Messiah Riser,,
5,Shin Megami Tensei: Devil Children - Puzzle de Call!,,
6,Shin Megami Tensei: Devil Children 2 - Hi no Sho,,
7,Shinkata Medarot: Kabuto / Kuwagata Version,,
8,Shiren Monsters: Netsal,,
9,Shonen Jump's One Piece,,
10,Shrek 2,,
11,Shrek 2 Game Boy Advance Video,,
12,Shrek Smash n' Crash Racing,,
13,Shrek the Third,,
14,Silk to Cotton,,
15,Simple 2960 Tomodachi Series Vol. 1: The Table Game Collection,,
16,Sister Princess: Re Pure,,
17,Slot! Pro 2 Advance,,
18,Slot! Pro Advance,,
19,Snap Kids,,
20,Sonic Battle,,
21,Sonic Pinball Party,,
22,Sonic the Hedgehog Genesis,,
23,Sonic X Game Boy Advance Video Volume 2,,
24,Space Hexcite: Metal Legend EX,,
25,Speedball 2: Brutal Deluxe,,
26,Spider-Man 3,,
27,Spider-Man: Battle for New York,,
28,SpongeBob SquarePants: Battle for Bikini Bottom + Jimmy Neutron Boy Genius,,
29,SpongeBob SquarePants: Creature from the Krusty Krab,,
30,SpongeBob's Atlantis SquarePantis,,
31,Sportsmans Pack 2-in-1,,
32,Spyro Superpack,,
33,Spyro Superpack,,
34,Star Komi: Star Communicator,,
35,Star Wars: The New Droid Army,,
36,Steel Empire,,
37,Steven Gerrard's Total Soccer 2002,,
38,Strawberry Shortcake: Ice Cream Island Riding Camp,,
39,Sugar Sugar Rune: Heart Ga Ippai! Moegi Gakuen,,
40,Summon Night: Swordcraft Story 2,,
41,Super Chinese I+II Advance,,
42,Super Real Mahjong Dousoukai,,
43,Super Robot Taisen: Original Generation 2,,
44,Superman Returns: Fortress of Solitude,,
45,Surf's Up,,
46,Sweet Cookie Pie,,
47,Sylvanian Families 4: Meguru Kisetsu no Tapestry,,
48,Sylvanian Families: Fashion Designer ni Naritai! - Kurumi-Risu no Onna no Ko,,
49,Sylvanian Families: Yosei no Stick to Fushigi no Ki - Maron-Inu no Onna no Ko,,
0,Taiketsu! Ultra Hero,,
1,Tanbi Musou meine Liebe,,
2,Tantei Gakuen Q: Kyuukyoku no Trick ni Idome!,,
3,Tantei Gakuen Q: Meitantei Hakimida!,,
4,Tantei Jinguuji Saburo: Shiroi Kage no Shoujo,,
5,Taxi 3,,
6,Teen Titans 2,,
7,Telefang 2,,
8,Tennis Masters Series 2003,,
9,Tennis no Oji-Sama 2003: Cool Blue / Passion Red,,
10,Tennis no Oji-Sama 2004: Glorious Gold / Stylish Silver,,
11,The Amazing Virtual Sea-Monkeys,,
12,The Barbie Diaries: High School Mystery,,
13,The Bee Game,,
14,The Flying Hamster,,
15,The Grim Adventures of Billy & Mandy,,
16,The Holy Bible,,
17,The King of Fighters EX: Neo Blood,,
18,The Land Before Time,,
19,The Legend of Spyro: A New Beginning,,
20,The Legend of Spyro: The Eternal Night,,
21,The Legend of Stafi,,
22,The Lord of the Rings: The Fellowship of the Ring,,
23,The Simple 2960 Tomodachi Series Vol. 3: The Itsudemo Puzzle - Massugu Soroete Straws,,
24,The Sims 2: Pets,,
25,The Suite Life of Zack & Cody: Tipton Caper,,
26,Thunderbirds: International Rescue,,
27,Tiny Toon Adventures: Scary Dreams,,
28,TMNT,,
29,TOCA World Touring Cars,,
30,Tokyo Majin Gakuen: Fuju Houroku,,
31,Tom & Jerry: The Magic Ring,,
32,Tom and Jerry Tales,,
33,Tomato Adventure,,
34,Tomb Raider: Legend,,
35,Tonka: On The Job,,
36,Tony Hawk's Downhill Jam,,
37,Total Soccer Manager,,
38,Totally Spies! 2: Undercover,,
39,Touhai Densetsu Akagi: Yami ni Maifurita Tensai,,
40,Toukon Heat,,
41,Toukon Retsuden Advance,,
42,Towers II: Plight of the Stargazer,,
43,Toy Robo Force,,
44,Trickstar,,
45,Twin Puzzle: Kisekae Wanko EX/Rainbow Magic 2,,
46,Twin Series Vol. 3: Konchuu Monster/Super Chinese Labyrinth,,
47,Twin Series Vol. 4: Ham Ham Monster EX/Fantasy Puzzle Hamster Monogatari,,
48,Twin Series Vol. 5: Wan Wan Meitantei EX/Mahou no Kuni no Keaki-Okusan Monogatari,,
49,Twin Series Vol. 6: Wan Nyon Idol Gakuen/Koinu Toissho Special,,
0,Uchuu Daisakusen Chocovader: Uchuu kara no Shinryakusha,,
1,Uchuu no Stellvia Advance,,
2,Ueki no Housoku: Shinki Sakuretsu! Nouryokumono Battle,,
3,Ultimate Pocket Games,,
4,Ultimate Winter Games,,
5,Ultra Keibitai: Monster Attack,,
6,UNO 52,,
7,UNO Free Fall,,
8,USA Racer,,
9,V Master Cross,,
10,V.I.P.,,
11,Vattroller X,,
12,W.I.T.C.H.,,
13,Wagamama * Fairy: Mirumo de Pon! DokiDoki Memorial Panic,,
14,Wagamama * Fairy: Mirumo de Pon! Hachinin no Toki no Yousei,,
15,Wagamama * Fairy: Mirumo de Pon! Nazo no Kagi to Shinjitsu no Tobira,,
16,Wagamama * Fairy: Mirumo de Pon! Ougon Maracas no Densetsu,,
17,Wagamama * Fairy: Mirumo de Pon! Taisen Mahoudama,,
18,Wagamama * Fairy: Mirumo de Pon! Yume no Kakera,,
19,Walt Disney Pictures Presents Enchanted: Once Upon Andalasia,,
20,Walt Disney Pictures Presents The Santa Clause 3: The Escape Clause,,
21,Wan Nyan Doubutsu Byouin,,
22,Wan Wan Meitantei,,
23,Wanko de Kururin! Wankuru,,
24,Wanko Mix,,
25,Wannyon Idol Gakuen,,
26,Watashi no MakeSalon,,
27,Whistle!,,
28,Who Wants to be a Millionaire,,
29,Who Wants to Be a Millionaire: Junior,,
30,Who Wants to be a Millionaire? 2nd Edition,,
31,Wi-El,,
32,Wings,,
33,Winning Post,,
34,Winx Club: Quest for the Codex,,
35,Wizardry Summoner,,
36,Word Safari: The Friendship Totems,,
37,World Advance Soccer: Shouri e no Michi,,
38,Worms Blast,,
39,Youkaidou,,
40,Yu-Gi-Oh! Dungeon Dice Monsters,,
41,Yuujou no Victory Goal: 4v4 Get the Goal!,,
42,Yuurei Yashiki no Nijuuyon Jikan,,
43,Yuushun Rhapsody,,
44,Zen-Nippon Shounen Soccer Taikai 2,,
45,Zen-Nippon Shounen Soccer Taikai 2: Mezase Nippon Ichi!,,
46,Zero One,,
47,Zero One SP,,
48,Zettai Zetsumei Den Chara Suji-San,,
49,Zettai Zetsumei Den Chara Suji-San 3,,
0,Zettai Zetsumei: Denja Rasuji-San,,
1,Zettai Zetsumei: Denja Rasuji-San - Naki no Ikkai,,
2,Zidane Football Generation 2002,,
3,Zoey 101,,
4,Zoids Saga,,
5,Zoids Saga Fuzors,,
6,Zooo,,
7,Yu Yu Hakusho Tournament Tactics,,
